Name,Description,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Combined
Act of Vengeance,"A woman is sexually assaulted by a serial rapist wearing a hockey mask. She and other victims form a squad that targets would-be rapists, all the while searching for the mask wearing maniac that raped them all.",0,1,1,0,0,0,0,0,1,woman sexually assault serial rapist wear hockey mask victims form squad target would rapists search mask wear maniac rap rape revenge female pubic hair breast fondle women hot tub female full frontal nudity
Amazing Grace,"The idealist William Wilberforce (Ioan Gruffudd) maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.",0,0,1,0,0,1,0,0,0,idealist william wilberforce ioan gruffudd maneuver way parliament endeavor end british transatlantic slave trade pregnancy christian feminism slave slave trade abolition
The California No,A man finds out he&apos;s in an open marriage.,1,0,1,1,0,0,0,0,0,man find open marriage state title word title male female relationship open marriage california
The House on Skull Mountain,Murders occur at the southern estate of a voodoo priestess when four relatives gather to hear her will.,0,0,0,0,0,0,0,0,1,murder occur southern estate voodoo priestess relatives gather hear skull voodoo damsel distress skull mountain anthropologist
Law and Disorder,"A British petty criminal lies to his son about his frequent prison terms by inventing honorable plausible explanations for his absences from home, but things get complicated when his son becomes a judge&apos;s assistant.",1,1,0,0,0,0,0,0,0,british petty criminal lie son frequent prison term invent honorable plausible explanations absences home things get complicate son become judge assistant judge prison law school graduate false pretense repeat offender
Shanks,A mute puppeteer uses a deceased scientist&apos;s invention to control dead bodies like puppets.,0,0,0,0,0,0,0,1,1,mute puppeteer use decease scientist invention control dead body like puppets psychotronic film puppet puppeteer murder drown
The Savage Is Loose,"A husband, wife and their son are stranded on a remote island with no way off; as the son grows older, sexual tensions emerge.",0,0,1,0,1,0,0,0,0,husband wife son strand remote island way son grow older sexual tensions emerge family relationships deep cleavage son watch parent sex teenage boy
Confessions of a Window Cleaner,"An optimistic and inept window cleaner fully &apos;satisfies&apos; his customers, bed hopping from one unsatisfied housewife to another, until he meets a successful female police officer, who will have none of his sexual advances.",1,0,0,0,0,0,0,0,0,optimistic inept window cleaner fully satisfy customers bed hop unsatisfied housewife another meet successful female police officer none sexual advance female nudity sex comedy sex breast window cleaner
The Abdication,Queen Christina of Sweden abdicates and travels to Rome to embrace the Catholic Church.,0,0,1,0,0,1,0,0,0,queen christina sweden abdicate travel rome embrace catholic church christina queen sweden queen sweden period drama queen christina sweden character open credit
Beyond the Seventh Door,"After meeting up with his ex-lover Wendy, an ex-convict and thief named Boris gets persuaded to do one more heist. He is supposed to help Wendy rob her paraplegic, millionaire boss Lord Breston, for whom she has been working as a ...",0,0,0,0,0,0,0,0,1,meet ex lover wendy ex convict thief name boris get persuade heist suppose help wendy rob paraplegic millionaire boss lord breston work briefcase full money red dress trap nylon stock fully clothe sex
The Photographer,"A reclusive photographer finds himself confronted with a disturbing reality, after he becomes obsessed with following a young woman. Should he act and risk being discovered?",0,0,1,0,0,0,0,0,1,reclusive photographer find confront disturb reality become obsess follow young woman act risk discover nan
Glamour for Sale,An undercover man (Roger Pryor) recruits an escort-service rookie (Anita Louise) to inform him of scams.,0,0,1,1,0,0,0,0,0,undercover man roger pryor recruit escort service rookie anita louise inform scam nan
Double Wedding,"Two sisters of differing temperaments, the younger&apos;s milquetoast fiancé, and a free-spirited artist in an auto trailer are all experiencing romantic complications.",1,0,0,1,0,0,0,0,0,sisters differ temperaments younger milquetoast fiance free spirit artist auto trailer experience romantic complications screwball comedy wed ceremony interrupt wed portrait paint reference academy award
Woman in a Dressing Gown,"A middle-aged married woman is shocked to discover that her husband, whom she thought was content in their marriage, has become infatuated with a beautiful younger woman and plans to leave his family for her.",0,0,1,1,0,0,0,0,0,middle age marry woman shock discover husband think content marriage become infatuate beautiful younger woman plan leave family divorce domestic drama slovenliness infidelity timeframe
Three on a Spree,"A young man will inherit a huge fortune--8 million pounds--but to qualify, he must spend a million pounds in just two months. Easy to do? That&apos;s what you think!",1,0,0,0,0,0,0,0,0,young man inherit huge fortune million pound qualify must spend million pound months easy think millionaire inheritance inheritance challenge brewster millions
Rebel Without a Cause,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",0,0,1,0,0,0,0,0,0,rebellious young man trouble past come new town find friends enemies juvenile delinquent teen angst come age play chicken knife fight
Swing in Time,"After the loss of her Grandfather,June is taken on a theatrical revelation about the connections people form with music throughout life and death.",0,0,0,0,0,0,0,0,0,loss grandfather june take theatrical revelation connections people form music throughout life death nan
Mr. Bug Goes to Town,The happy tranquility of Buggsville is shattered when the populace learns that a colossal skyscraper is to be built over their tiny town.,1,0,0,0,0,0,1,0,0,happy tranquility buggsville shatter populace learn colossal skyscraper build tiny town anthropomorphic insect anthropomorphic animal animation hand draw animation traditional animation
The Nun&apos;s Story,"After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",0,0,1,0,0,0,0,0,0,leave wealthy belgian family become nun sister luke struggle devotion vow crisis disappointment world war ii nun nurse belgian congo world war leper colony
The Miracle Man,"Rook Crenshaw is a man with a gift. Blessed with the uncanny ability to heal others, he and his friend Christian are drifters living a life of wandering solitude. That life comes to a screeching halt when Rook makes an involuntary...",0,0,1,1,0,0,0,0,0,rook crenshaw man gift bless uncanny ability heal others friend christian drifters live life wander solitude life come screech halt rook make involuntary psychotronic film
Per qualche dollaro in più,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,0,0,0,0,1,0,0,0,0,bounty hunters intentions team track escape mexican outlaw mexico spaghetti western wild west bounty hunter violence
Queen of the Mob,"Mobster Ma Webster rules her clan with an iron hand, taking charge of all their robberies despite the protests of George Frost, the only member of her gang who is not her son. On Christmas Eve, Ma, George, and her sons Eddie, Char...",0,1,1,0,0,0,0,0,0,mobster webster rule clan iron hand take charge robberies despite protest george frost member gang son christmas eve george sons eddie char murder fbi federal bureau investigation georgia usa female gangleader illinois
A Countess from Hong Kong,"In Hong Kong, an ambassador returning to America meets a Russian countess, a refugee without a passport, who decides to hide in his cabin.",1,0,0,1,0,0,0,0,0,hong kong ambassador return america meet russian count refugee without passport decide hide cabin hong kong ocean liner solitaire chess ticket dance hall
Invisible Agent,The Invisible Man&apos;s grandson uses his secret formula to spy on Nazi Germany.,0,0,0,1,1,0,0,0,0,invisible man grandson use secret formula spy nazi germany double agent behind enemy line nazi spy prank
Blackout,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail. He scrambles to find his true identity in the most vicious way.",0,1,0,0,1,0,0,0,1,man wake hospital memory quickly find run lock hospital cartel tail scramble find true identity vicious way female full frontal nudity female topless nudity female nudity female frontal nudity female rear nudity
