Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Bedknobs and Broomsticks,1,0,0,0,1,0,1,0,0,"['apprentice', 'witch', 'kid', 'cynical', 'magician', 'conman', 'search', 'miss', 'component', 'magic', 'spell', 'use', 'defense', 'britain', 'world', 'war', 'ii']"
The Life of Emile Zola,0,0,1,0,0,1,0,0,0,"['biopic', 'famous', 'french', 'muckrake', 'writer', 'involvement', 'fight', 'injustice', 'dreyfus', 'affair']"
Dog Day Afternoon,0,1,1,0,0,1,0,0,0,"['amateur', 'bank', 'robbers', 'plan', 'hold', 'bank', 'nice', 'simple', 'robbery', 'walk', 'take', 'money', 'run', 'unfortunately', 'supposedly', 'uncomplicated', 'heist', 'suddenly', 'become', 'bizarre', 'nightmare', 'everything', 'could', 'go', 'wrong']"
Just a Stranger,0,0,1,1,0,0,0,0,0,"['story', 'woman', 'man', 'half', 'age', 'love', 'despite', 'fact', 'tie', 'someone', 'else']"
The Gate,0,0,0,0,0,0,0,1,1,"['kid', 'leave', 'home', 'alone', 'accidentally', 'unleash', 'horde', 'malevolent', 'demons', 'mysterious', 'hole', 'suburban', 'backyard']"
Zatôichi,1,1,0,0,1,0,0,0,0,"['blind', 'masseur', 'swordsman', 'come', 'town', 'control', 'war', 'gang', 'bunk', 'farm', 'family', 'meet', 'women', 'agenda']"
Puss in Boots,0,0,0,0,0,0,1,1,0,"['delightful', 'tale', 'cat', 'become', 'sharp', 'gentleman', 'set', 'restore', 'master', 'name', 'wealth', 'give', 'puss', 'pair', 'magic', 'boot']"
House of Games,0,1,0,0,0,0,0,0,1,"['psychiatrist', 'come', 'aid', 'compulsive', 'gambler', 'lead', 'smooth', 'talk', 'grifter', 'shadowy', 'compel', 'world', 'sting', 'scam', 'con', 'men']"
Buccaneer's Girl,0,0,0,1,1,0,0,0,0,"['new', 'orleans', 'entertainer', 'fall', 'pirate', 'another', 'identity']"
Signs,0,0,1,0,0,0,0,1,1,"['widow', 'former', 'reverend', 'live', 'children', 'brother', 'pennsylvania', 'farm', 'mysterious', 'crop', 'circle', 'field', 'suggest', 'something', 'frighten', 'come']"
Doublecross,0,0,1,0,0,0,0,0,1,"['cornish', 'poacher', 'clash', 'dangerous', 'international', 'spy']"
On the Town,1,0,0,1,0,0,0,0,0,"['sailors', 'wreak', 'havoc', 'search', 'love', 'whirlwind', 'hour', 'leave', 'new', 'york', 'city']"
Airplane II: The Sequel,1,0,0,0,0,0,0,1,0,"['faulty', 'computer', 'cause', 'passenger', 'space', 'shuttle', 'head', 'straight', 'sun', 'ted', 'striker', 'save', 'day', 'get', 'shuttle', 'back', 'track']"
Ice Age: Collision Course,1,0,0,0,1,0,1,0,0,"['scrats', 'acorn', 'send', 'asteroid', 'earth', 'herd', 'must', 'way', 'stop', 'asteroid', 'hit', 'earth', 'help', 'return', 'friend']"
Charlotte's Web 2: Wilbur's Great Adventure,0,0,0,0,1,0,1,0,0,"['wilbur', 'pig', 'know', 'important', 'friendship', 'learn', 'spider', 'name', 'charlotte', 'wilbur', 'meet', 'cardigan', 'lonely', 'lamb', 'wilbur', 'immediately', 'make', 'friend', 'wilbur', 'show', 'cardigan', 'joy', 'farm', 'life']"
The Curse of Sleeping Beauty,0,0,0,0,0,0,0,1,1,"['thomas', 'unexpectedly', 'inherit', 'property', 'mysterious', 'curse']"
Lover Come Back,1,0,1,0,1,0,0,0,0,"['tempress', 'vivian', 'marsh', 'betty', 'bronseon', 'lure', 'tom', 'evans', 'jack', 'mulhall', 'away', 'stenographer', 'connie', 'lee', 'constance', 'cummings', 'girl', 'really', 'love', 'connie', 'rebound', 'affair', 'marry', 'boss', 'yates', 'jameson', 'tho']"
Persona,0,0,1,0,0,0,0,0,1,"['nurse', 'put', 'charge', 'mute', 'actress', 'personae', 'meld', 'together']"
When Strangers Appear,0,0,0,0,1,0,0,0,1,"['man', 'enter', 'roadside', 'diner', 'run', 'young', 'woman', 'claim', 'chase', 'murderers']"
Clueless,1,0,0,1,0,0,0,0,0,"['shallow', 'rich', 'socially', 'successful', 'cher', 'top', 'beverly', 'hill', 'high', 'school', 'peck', 'scale', 'see', 'matchmaker', 'cher', 'first', 'coax', 'teachers', 'date']"
My Little Pony: A New Generation,1,0,0,0,1,0,1,0,0,"['time', 'mane', 'sunny', 'young', 'earth', 'pony', 'new', 'unicorn', 'friend', 'izzy', 'explore', 'world', 'strive', 'restore', 'harmony', 'equestria']"
Argo,0,0,1,0,0,1,0,0,1,"['act', 'cover', 'hollywood', 'producer', 'scout', 'location', 'science', 'fiction', 'film', 'cia', 'agent', 'launch', 'dangerous', 'operation', 'rescue', 'americans', 'tehran', 'u', 'hostage', 'crisis', 'iran']"
Bad Lieutenant,0,1,1,0,0,0,0,0,1,"['investigate', 'young', 'nuns', 'rape', 'corrupt', 'new', 'york', 'city', 'police', 'detective', 'serious', 'drug', 'gamble', 'addiction', 'try', 'change', 'ways', 'forgiveness', 'redemption']"
The Lord of the Rings,0,0,0,0,1,0,1,1,0,"['fellowship', 'ring', 'embark', 'journey', 'destroy', 'ring', 'end', 'saurons', 'reign', 'middle', 'earth']"
"Batman: The Long Halloween, Part Two",0,1,0,0,1,0,1,0,0,"['killer', 'know', 'holiday', 'continue', 'stalk', 'falcone', 'crime', 'family', 'new', 'class', 'costume', 'criminal', 'rise', 'gotham', 'city', 'batman', 'suspect', 'former', 'ally', 'might', 'serial', 'killer']"
Africa Screams,1,0,0,0,1,0,0,0,0,"['booksellers', 'search', 'diamonds', 'africa', 'along', 'way', 'meet', 'visually', 'impair', 'gunner', 'hungry', 'lion', 'tribe', 'cannibals']"
Leonard Part 6,1,0,0,0,1,0,0,1,0,"['secret', 'agent', 'leonard', 'parker', 'bill', 'cosby', 'call', 'retirement', 'save', 'world', 'evil', 'genius', 'medusa', 'johnson', 'gloria', 'foster']"
Jimmy Hollywood,1,1,1,0,0,0,0,0,0,"['fail', 'actor', 'live', 'crime', 'infest', 'los', 'angeles', 'frustrate', 'career', 'decide', 'take', 'law', 'hand', 'become', 'leader', 'mock', 'vigilante', 'group', 'videotape', 'criminals', 'turn', 'po']"
Made in America,0,1,0,0,0,1,0,0,0,"['first', 'person', 'look', 'notorious', 'crips', 'blood', 'film', 'examine', 'condition', 'lead', 'decades', 'devastate', 'gang', 'violence', 'young', 'african', 'americans', 'grow', 'south', 'los', 'angeles']"
For Love Alone,0,0,0,1,0,1,0,0,0,"['poor', 'young', 'woman', 'australia', 'fall', 'love', 'dash', 'arrogant', 'teacher', 'preach', 'free', 'love', 'water', 'socialist', 'precepts', 'follow', 'england', 'meet', 'gentle', 'banker', 'en', 'route', 'film', 'follow']"
For Your Eyes Only,0,0,0,0,1,0,0,0,1,"['jam', 'bond', 'assign', 'miss', 'british', 'vessel', 'equip', 'weapons', 'encryption', 'device', 'prevent', 'fall', 'enemy', 'hand']"
The Prince and Me,1,0,0,1,0,0,1,0,0,"['college', 'paige', 'meet', 'eddie', 'fellow', 'student', 'denmark', 'first', 'dislike', 'later', 'accept', 'like', 'love', 'prove', 'crown', 'prince', 'edvard', 'paige', 'follow', 'copenhagen', 'follow', 'back', 'school', 'plan']"
"Bian dan, gu niang",0,1,1,1,0,0,0,0,0,"['young', 'farm', 'workers', 'like', 'millions', 'others', 'leave', 'village', 'seek', 'fortunes', 'city', 'choose', 'vastly', 'different', 'path', 'make', 'become', 'embroil', 'misunderstand', 'gangster', 'brawl', 'police', 'raid']"
Shanghai Surprise,1,1,0,0,1,0,0,0,0,"['shanghai', 'missionary', 'woman', 'hire', 'fortune', 'hunter', 'help', 'lbs', 'opium', 'lose', 'wound', 'need', 'morphine', 'adventure', 'romance', 'follow']"
Babyteeth,1,0,1,0,0,0,0,0,0,"['milla', 'seriously', 'ill', 'teenager', 'fall', 'love', 'drug', 'dealer', 'moses', 'parent', 'worst', 'nightmare']"
Wuthering Heights,0,0,1,1,0,1,0,0,0,"['man', 'become', 'obsess', 'vengeance', 'soul', 'mate', 'marry', 'another', 'man']"
Mercy Streets,0,1,1,0,1,0,0,0,0,"['estrange', 'twin', 'brothers', 'con', 'man', 'episcopal', 'deacon', 'accidentally', 'switch', 'place', 'god', 'process']"
The Outpost,0,0,1,0,1,1,0,0,0,"['small', 'team', 'u', 'soldier', 'battle', 'hundreds', 'taliban', 'fighters', 'afghanistan']"
Belle de Jour,0,0,1,1,0,0,0,0,0,"['frigid', 'young', 'housewife', 'decide', 'spend', 'midweek', 'afternoons', 'prostitute']"
Needful Things,0,1,1,0,0,0,0,1,0,"['mysterious', 'new', 'shop', 'open', 'small', 'town', 'always', 'seem', 'stock', 'deepest', 'desire', 'shopper', 'price', 'far', 'heavier', 'expect']"
Klaus,1,0,0,0,1,0,1,0,0,"['simple', 'act', 'kindness', 'always', 'spark', 'another', 'even', 'freeze', 'faraway', 'place', 'smeerensburgs', 'new', 'postman', 'jesper', 'befriend', 'toymaker', 'klaus', 'gift', 'melt', 'age', 'old', 'feud', 'deliver', 'sleigh', 'full', 'holiday', 'traditions']"
A Nightmare on Elm Street 3: Dream Warriors,0,0,0,0,0,0,0,1,1,"['psychiatrist', 'familiar', 'knife', 'wield', 'dream', 'demon', 'freddy', 'krueger', 'help', 'teens', 'mental', 'hospital', 'battle', 'killer', 'invade', 'dream']"
Molli and Max in the Future,1,0,0,1,0,0,0,1,0,"['sci', 'fi', 'romantic', 'comedy', 'man', 'woman', 'whose', 'orbit', 'repeatedly', 'collide', 'course', 'years', 'planets', 'dimension', 'space', 'cult']"
Knockin' on Heaven's Door,1,1,0,0,1,0,0,0,0,"['terminally', 'ill', 'patients', 'escape', 'hospital', 'steal', 'car', 'rush', 'towards', 'sea']"
Bumblebee,0,0,0,0,1,0,0,1,0,"['run', 'year', 'bumblebee', 'refuge', 'junkyard', 'small', 'california', 'beach', 'town', 'cusp', 'turn', 'try', 'place', 'world', 'charlie', 'watson', 'discover', 'bumblebee', 'battle', 'scar', 'break']"
Mad God,0,0,0,0,0,0,1,1,1,"['assassin', 'travel', 'nightmare', 'underworld', 'torture', 'souls', 'ruin', 'cities', 'wretched', 'monstrosities', 'forge', 'primordial', 'horrors', 'unconscious', 'mind', 'phil', 'tippett', 'worlds', 'preeminent', 'stop', 'motion', 'animator']"
Garfield,1,0,0,0,1,0,1,0,0,"['jon', 'arbuckle', 'buy', 'second', 'pet', 'dog', 'name', 'odie', 'odie', 'abduct', 'jons', 'cat', 'garfield', 'rescue', 'canine']"
Hot Fuzz,1,0,0,0,1,0,0,0,1,"['skilled', 'london', 'police', 'officer', 'irritate', 'superiors', 'embarrass', 'effectiveness', 'transfer', 'village', 'easygoing', 'officer', 'object', 'fervor', 'regulations', 'string', 'grisly', 'murder', 'strike']"
The Kid from Left Field,1,0,1,0,0,0,1,0,0,"['former', 'ballplayer', 'larry', 'cooper', 'secretly', 'unofficially', 'manage', 'struggle', 'major', 'league', 'club', 'bisons', 'year', 'old', 'son', 'christie', 'bat', 'boy', 'team']"
The Spy Next Door,1,0,0,0,1,0,1,0,0,"['former', 'c', 'spy', 'bob', 'ho', 'take', 'toughest', 'assignment', 'date', 'look', 'girlfriends', 'kid', 'havent', 'exactly', 'warm', 'moms', 'beau']"
Always,0,0,1,1,0,0,0,1,0,"['spirit', 'recently', 'decease', 'expert', 'pilot', 'mentor', 'newer', 'pilot', 'watch', 'fall', 'love', 'girlfriend', 'leave', 'behind']"
Lie with Me,0,0,1,1,0,0,0,0,0,"['outgo', 'sexually', 'aggressive', 'young', 'woman', 'meet', 'begin', 'torrid', 'affair', 'equally', 'aggressive', 'young', 'man', 'affair', 'begin', 'bring', 'strain', 'personal', 'live']"
Cruising,0,1,1,0,0,0,0,0,1,"['police', 'detective', 'go', 'undercover', 'underground', 'gay', 'subculture', 'new', 'york', 'city', 'catch', 'serial', 'killer', 'prey', 'gay', 'men']"
Sleepers,0,1,1,0,0,0,0,0,1,"['prank', 'go', 'disastrously', 'wrong', 'group', 'boys', 'send', 'detention', 'center', 'brutalize', 'thirteen', 'years', 'later', 'unexpected', 'random', 'encounter', 'former', 'guard', 'give', 'chance', 'revenge']"
The Libertine,0,0,1,0,0,1,0,0,0,"['story', 'john', 'wilmot', 'k', 'earl', 'rochester', 'th', 'century', 'poet', 'famously', 'drink', 'debauch', 'way', 'early', 'grave', 'earn', 'posthumous', 'critical', 'acclaim', 'lifes', 'work']"
Doctor Strange,0,0,0,0,1,0,0,1,0,"['journey', 'physical', 'spiritual', 'heal', 'brilliant', 'neurosurgeon', 'draw', 'world', 'mystic', 'arts']"
Clinton and Nadine,0,1,0,0,1,0,0,0,1,"['clinton', 'desperate', 'brothers', 'murderer', 'enlist', 'aid', 'nadine', 'expensive', 'call', 'girl', 'clinton', 'nadine', 'get', 'suck', 'plot', 'smuggle', 'gun', 'contra', 'force', 'nicaragua']"
Night at the Museum,1,0,0,0,1,0,1,0,0,"['newly', 'recruit', 'night', 'security', 'guard', 'museum', 'natural', 'history', 'discover', 'ancient', 'curse', 'cause', 'animals', 'exhibit', 'display', 'come', 'life', 'wreak', 'havoc']"
Local Hero,1,0,1,0,0,0,0,0,0,"['american', 'oil', 'company', 'plan', 'new', 'refinery', 'send', 'someone', 'scotland', 'buy', 'entire', 'village', 'things', 'dont', 'go', 'expect']"
"Those Lips, Those Eyes",1,0,0,1,0,0,0,0,0,"['stagestruck', 'adolescent', 'learn', 'love', 'hard', 'way', 'intern', 'cleveland', 'summer', 'stock', 'early']"
Fanfaren der Liebe,1,0,0,1,0,0,0,0,0,"['work', 'musicians', 'put', 'drag', 'get', 'work', 'girl', 'band', 'inevitable', 'comical', 'romantic', 'complications', 'ensue']"
Penguins of Madagascar,0,0,0,0,1,0,1,0,0,"['skipper', 'kowalski', 'rico', 'private', 'join', 'force', 'undercover', 'organization', 'north', 'wind', 'stop', 'villainous', 'dr', 'octavius', 'brine', 'destroy', 'world', 'know']"
Revelation,0,0,1,0,1,0,0,0,1,"['sequel', 'apocalypse', 'thorold', 'stone', 'police', 'officer', 'search', 'answer', 'join', 'rebel', 'group', 'christians', 'thwart', 'antichrists', 'plan', 'use', 'virtual', 'reality', 'solidify', 'power']"
Deadly Voltage,0,0,1,0,0,0,0,1,0,"['fracture', 'family', 'catch', 'deadly', 'lightning', 'storm', 'force', 'come', 'together', 'save', 'live']"
Balkanski spijun,1,0,1,0,0,0,0,0,0,"['convince', 'subtenant', 'spy', 'enemy', 'state', 'man', 'fall', 'deep', 'paranoia', 'lead', 'absurd', 'destructive', 'chain', 'events']"
War Photographer,0,0,0,0,1,1,0,0,0,"['documentary', 'war', 'photographer', 'jam', 'nachtwey', 'consider', 'many', 'greatest', 'war', 'photographer', 'ever']"
Wired,1,0,1,0,0,1,0,0,0,"['ghost', 'john', 'belushi', 'look', 'back', 'trouble', 'life', 'career', 'journalist', 'bob', 'woodward', 'research', 'belushis', 'life', 'prepare', 'write', 'book', 'late', 'comic', 'actor']"
Orazi e Curiazi,0,0,1,0,1,1,0,0,0,"['th', 'century', 'bc', 'rival', 'kingdoms', 'rome', 'alba', 'entrust', 'fate', 'duel', 'death', 'respective', 'choose', 'champion', 'orazi', 'brothers', 'rome', 'curiazi', 'brothers', 'alba']"
Grizzly Man,0,0,0,0,0,1,0,0,0,"['devastate', 'heart', 'rend', 'take', 'grizzly', 'bear', 'activists', 'timothy', 'treadwell', 'amie', 'huguenard', 'kill', 'october', 'live', 'grizzly', 'bear', 'alaska']"
Air Bud: Golden Receiver,1,0,0,0,0,0,1,0,0,"['story', 'golden', 'retriever', 'play', 'football']"
Sex Tape,1,0,0,1,0,0,0,0,0,"['marry', 'couple', 'wake', 'discover', 'sex', 'tape', 'make', 'even', 'go', 'miss', 'lead', 'frantic', 'search', 'whereabouts']"
Endless Love,0,0,1,1,0,0,0,0,0,"['parental', 'disapproval', 'passionate', 'romance', 'teenagers', 'lead', 'arguments', 'circumstance', 'insanity', 'tragedy']"
Ciske de Rat,0,1,1,0,0,0,0,0,1,"['poor', 'year', 'old', 'schoolboy', 'heart', 'gold', 'grow', 'amsterdam']"
Power Rangers,0,0,0,0,1,0,0,1,0,"['earth', 'verge', 'alien', 'invasion', 'teenagers', 'infuse', 'superhuman', 'abilities', 'must', 'harness', 'newfound', 'power', 'battle', 'threat', 'power', 'rangers']"
Rhapsody in Blue,0,0,1,0,0,1,0,0,0,"['george', 'gershwin', 'drive', 'composer', 'whose', 'need', 'succeed', 'destroy', 'relationship', 'singer', 'julie', 'adams', 'socialite', 'christine', 'gilbert']"
Fifty Shades Freed,0,0,1,1,0,0,0,0,1,"['anastasia', 'dakota', 'johnson', 'christian', 'jamie', 'dornan', 'get', 'marry', 'jack', 'hyde', 'eric', 'johnson', 'continue', 'threaten', 'relationship']"
Kao rani mraz,1,0,1,0,0,1,0,0,0,"['lovely', 'summer', 'river', 'break', 'great', 'war', 'nothing', 'everybody', 'live', 'everybody', 'love', 'story', 'man', 'didnt', 'courage', 'stand', 'love']"
Los lunes al sol,1,0,1,0,0,0,0,0,0,"['story', 'live', 'every', 'day', 'constant', 'sunday', 'spend', 'mondays', 'sun', 'story', 'people', 'work', 'dockyard', 'unemployed']"
Trouble,1,0,0,0,1,0,1,0,0,"['pamper', 'dog', 'name', 'trouble', 'must', 'learn', 'live', 'real', 'world', 'try', 'escape', 'former', 'owners', 'greedy', 'children']"
It's a Wonderful Life,0,0,1,0,0,0,1,1,0,"['angel', 'send', 'heaven', 'help', 'desperately', 'frustrate', 'businessman', 'show', 'life', 'would', 'like', 'never', 'exist']"
Maleficent,0,0,0,0,1,0,1,1,0,"['vengeful', 'fairy', 'drive', 'curse', 'infant', 'princess', 'discover', 'child', 'person', 'restore', 'peace', 'trouble', 'land']"
Dick Johnson Is Dead,0,0,1,0,0,1,0,0,0,"['daughter', 'help', 'father', 'prepare', 'end', 'life']"
Malena,0,0,1,1,1,0,0,0,0,"['amidst', 'war', 'climate', 'teenage', 'boy', 'discover', 'become', 'love', 'stricken', 'malena', 'sensual', 'woman', 'live', 'small', 'narrow', 'mind', 'italian', 'town']"
"Ano natsu, ichiban shizukana umi",1,0,1,1,0,0,0,0,0,"['live', 'young', 'hear', 'impair', 'gloomy', 'couple', 'fulfil', 'boy', 'hold', 'interest', 'surfboard']"
Blood and Bones,0,0,1,0,0,0,0,0,1,"['part', 'anthology', 'center', 'unethical', 'behavior', 'hyper', 'contemporary', 'society']"
Le beau mariage,1,0,1,1,0,0,0,0,0,"['sabine', 'vow', 'give', 'marry', 'lovers', 'determine', 'good', 'husband', 'best', 'friend', 'clarisse', 'introduce', 'cousin', 'edmond', 'busy', 'lawyer', 'paris', 'sabine', 'pursue', 'edmond', 'encouragement', 'clarisse', 'bu']"
Marry Me,1,0,0,1,0,0,0,0,0,"['music', 'superstars', 'kat', 'valdez', 'bastian', 'get', 'marry', 'global', 'audience', 'fan', 'kat', 'learn', 'second', 'vow', 'bastian', 'unfaithful', 'instead', 'decide', 'marry', 'charlie', 'stranger', 'crowd']"
Foreign Correspondents,0,0,1,1,0,0,0,0,1,"['stories', 'complicate', 'long', 'distance', 'relationships', 'people', 'different', 'countries']"
Hot Lead and Cold Feet,1,0,0,0,1,0,0,0,0,"['saga', 'old', 'west', 'involve', 'twin', 'brothers', 'compete', 'possession', 'rickety', 'cow', 'town', 'found', 'father', 'crook', 'mayor', 'try', 'put', 'end', 'competitors', 'inherit', 'town']"
Jason Lives: Friday the 13th Part VI,0,0,0,0,0,0,0,0,1,"['tommy', 'jarvis', 'exhume', 'jason', 'voorhees', 'cremate', 'corpse', 'inadvertently', 'bring', 'back', 'life', 'instead', 'newly', 'revive', 'killer', 'seek', 'revenge', 'tommy', 'stop']"
Summer Catch,1,0,1,1,0,0,0,0,0,"['rich', 'girl', 'whose', 'family', 'summer', 'cape', 'cod', 'romance', 'local', 'poor', 'boy', 'hop', 'become', 'major', 'league', 'baseball', 'player']"
Va savoir,1,1,1,0,0,0,0,0,0,"['quick', 'witted', 'well', 'read', 'culture', 'type', 'revolve', 'around', 'delightful', 'potpourri', 'theatre', 'romanticism', 'theft']"
Daddy Day Care,1,0,0,0,0,0,1,0,0,"['men', 'name', 'charlie', 'hinton', 'phil', 'ryerson', 'get', 'lay', 'become', 'stay', 'home', 'father', 'cant', 'job', 'inspire', 'open', 'day', 'care', 'center']"
The Guernsey Literary and Potato Peel Pie Society,0,0,1,1,1,0,0,0,0,"['aftermath', 'world', 'war', 'ii', 'writer', 'form', 'unexpected', 'bond', 'residents', 'guernsey', 'island', 'decide', 'write', 'book', 'experience', 'war']"
Freaky Friday,1,0,0,0,0,0,1,1,0,"['mother', 'daughter', 'personalities', 'switch', 'live', 'others', 'live', 'strange', 'friday']"
Alegre ma non troppo,1,0,0,1,0,0,0,0,0,"['pablo', 'know', 'already', 'twenties', 'want', 'life', 'become', 'musician', 'likeable', 'mother', 'lovely', 'faithful', 'nice', 'boy', 'share', 'rest', 'life', 'pablo', 'suffer', 'difficult', 'emotional', 'crisi']"
In the Name of the Father,0,1,1,0,0,1,0,0,0,"['man', 'coerce', 'confession', 'r', 'bomb', 'commit', 'result', 'imprisonment', 'father', 'well', 'english', 'lawyer', 'fight', 'free']"
The Fourth Angel,0,0,1,0,1,0,0,0,1,"['man', 'seek', 'justice', 'wife', 'daughters', 'gun', 'terrorist', 'attack']"
Dolittle,1,0,0,0,1,0,1,0,0,"['physician', 'talk', 'animals', 'embark', 'adventure', 'legendary', 'island', 'young', 'apprentice', 'crew', 'strange', 'pet']"
Kiki's Delivery Service,0,0,0,0,0,0,1,1,0,"['young', 'witch', 'mandatory', 'year', 'independent', 'life', 'fit', 'new', 'community', 'difficult', 'support', 'run', 'air', 'courier', 'service']"
Magic Camp,1,0,0,0,0,0,1,1,0,"['urge', 'former', 'mentor', 'magic', 'camp', 'owner', 'roy', 'preston', 'andy', 'return', 'counselor', 'camp', 'youth', 'hop', 'reignite', 'career']"
The Heavenly Kid,1,0,0,1,0,0,0,1,0,"['order', 'earn', 'wing', 'get', 'heaven', 'hip', 'guardian', 'angel', 'hand', 'task', 'watch', 'lonely', 'high', 'school', 'boy', 'need', 'guidance', 'fit']"
The Devil's Brigade,0,0,1,0,1,0,0,0,0,"['us', 'army', 'colonel', 'task', 'form', 'elite', 'commando', 'style', 'unit', 'crack', 'canadian', 'troop', 'dregs', 'us', 'army']"
Copie conforme,0,0,1,1,0,0,0,0,0,"['tuscany', 'promote', 'latest', 'book', 'middle', 'age', 'british', 'writer', 'meet', 'french', 'woman', 'lead', 'village', 'lucignano', 'chance', 'question', 'reveal', 'something', 'deeper']"
Best Sellers,1,0,1,0,0,0,0,0,0,"['cranky', 'retire', 'author', 'reluctantly', 'embark', 'final', 'book', 'tour', 'help', 'young', 'publisher']"
Northfork,0,0,1,0,0,0,0,1,0,"['set', 'residents', 'small', 'montana', 'community', 'force', 'move', 'home', 'make', 'way', 'new', 'dam']"
Love,0,0,1,1,0,0,0,0,0,"['murphy', 'american', 'live', 'paris', 'enter', 'highly', 'sexually', 'emotionally', 'charge', 'relationship', 'electra', 'unaware', 'effect', 'relationship', 'invite', 'pretty', 'neighbor', 'bed']"
Practical Magic,1,0,1,0,0,0,0,1,0,"['witch', 'sisters', 'raise', 'eccentric', 'aunts', 'small', 'town', 'face', 'close', 'mind', 'prejudice', 'curse', 'threaten', 'prevent', 'ever', 'last', 'love']"
